Date,Sea Level (Mean),
1989/03/22,0.988,
1989/03/23,0.897,
1989/03/24,0.799,
1989/03/25,1.035,
1989/03/26,1.253,
1989/03/27,0.997,
1989/03/28,0.97,
1989/03/29,1.403,
1989/03/30,1.005,
1989/03/31,1.165,
1989/04/01,1.236,
1989/04/02,1.129,
1989/04/03,0.972,
1989/04/04,0.931,
1989/04/05,1.002,
1989/04/06,0.97,
1989/04/07,0.915,
1989/04/08,1.11,
1989/04/09,1.086,
1989/04/10,1.197,
1989/04/11,1.096,
1989/04/12,1.125,
1989/04/13,1,
1989/04/14,1.089,
1989/04/15,1.091,
1989/04/16,1.018,
1989/04/17,1.259,
1989/04/18,1.099,
1989/04/19,1.117,
1989/04/20,1.155,
1989/04/21,1.13,
1989/04/22,1.208,
1989/04/23,1.272,
1989/04/24,1.249,
1989/04/25,1.279,
1989/04/26,1.197,
1989/04/27,1.171,
1989/04/28,1.268,
1989/04/29,1.099,
1989/04/30,1.02,
1989/05/01,0.991,
1989/05/02,1.028,
1989/05/03,1.121,
1989/05/04,1.062,
1989/05/05,0.998,
1989/05/06,0.9,
1989/05/07,0.926,
1989/05/08,1.024,
1989/05/09,1.033,
1989/05/10,1.087,
1989/05/11,1.068,
1989/05/12,0.994,
1989/05/13,1.172,
1989/05/14,0.959,
1989/05/15,1.13,
1989/05/16,1.015,
1989/05/17,1.07,
1989/05/18,1.072,
1989/05/19,0.868,
1989/05/20,1.121,
1989/05/21,1.148,
1989/05/22,1.157,
1989/05/23,1.178,
1989/05/24,1.113,
1989/05/25,1.185,
1989/05/26,1.115,
1989/05/27,1.135,
1989/05/28,1.228,
1989/05/29,1.174,
1989/05/30,1.109,
1989/05/31,1.1,
1989/06/01,1.097,
1989/06/02,1.137,
1989/06/03,1.128,
1989/06/04,1.069,
1989/06/05,1.149,
1989/06/06,1.149,
1989/06/07,1.134,
1989/06/08,1.111,
1989/06/09,1.198,
1989/06/10,1.06,
1989/06/11,1.256,
1989/06/12,1.296,
1989/06/13,1.187,
1989/06/14,1.16,
1989/06/15,1.046,
1989/06/16,0.984,
1989/06/17,1.018,
1989/06/18,1.002,
1989/06/19,1.101,
1989/06/20,1.049,
1989/06/21,1.08,
1989/06/22,1.102,
1989/06/23,1.127,
1989/06/24,1.138,
1989/06/25,1.133,
1989/06/26,1.189,
1989/06/27,1.199,
1989/06/28,1.188,
1989/06/29,1.178,
1989/06/30,1.177,
1989/07/01,1.127,
1989/07/02,1.111,
1989/07/03,1.084,
1989/07/04,0.964,
1989/07/05,1.056,
1989/07/06,0.988,
1989/07/07,1.236,
1989/07/08,1.182,
1989/07/09,1.155,
1989/07/14,1.251,
1989/07/15,1.166,
1989/07/16,1.104,
1989/07/17,1.047,
1989/07/18,1.138,
1989/07/19,1.088,
1989/07/20,1.16,
1989/07/21,1.113,
1989/07/22,1.147,
1989/07/23,1.119,
1989/07/24,1.091,
1989/07/25,1.023,
1989/07/26,1.135,
1989/07/27,1.149,
1989/07/28,1.174,
1989/07/29,1.309,
1989/07/30,1.197,
1989/07/31,1.085,
1989/08/01,1.07,
1989/08/02,1.119,
1989/08/03,1.161,
1989/08/04,1.117,
1989/08/05,1.146,
1989/08/06,1.185,
1989/08/07,1.2,
1989/08/08,1.228,
1989/08/09,1.148,
1989/08/10,1.101,
1989/08/11,1.086,
1989/08/12,1.085,
1989/08/13,1.12,
1989/08/14,1.113,
1989/08/15,1.153,
1989/08/16,1.166,
1989/08/17,1.258,
1989/08/18,1.069,
1989/08/19,1.038,
1989/08/20,1.103,
1989/08/21,1.223,
1989/08/22,1.329,
1989/08/23,1.275,
1989/08/24,1.388,
1989/08/25,1.507,
1989/08/26,1.465,
1989/08/27,1.369,
1989/08/28,1.208,
1989/08/29,1.129,
1989/08/30,1.203,
1989/08/31,1.357,
1989/09/01,1.245,
1989/09/02,1.207,
1989/09/03,1.175,
1989/09/04,1.079,
1989/09/05,1.02,
1989/09/06,1.01,
1989/09/07,1.069,
1989/09/08,1.138,
1989/09/09,1.123,
1989/09/10,1.208,
1989/09/11,1.196,
1989/09/12,1.28,
1989/09/13,1.136,
1989/09/14,1.113,
1989/09/15,1.308,
1989/09/16,1.103,
1989/09/17,1.135,
1989/09/18,1.238,
1989/09/19,0.947,
1989/09/20,1.031,
1989/09/21,1.148,
1989/09/22,1.116,
1989/09/23,1.036,
1989/09/24,1.244,
1989/09/25,1.1,
1989/09/26,1.04,
1989/09/27,1.499,
1989/09/28,1.189,
1989/09/29,1.121,
1989/09/30,1.202,
1989/10/01,1.118,
1989/10/02,1.108,
1989/10/03,1.166,
1989/10/04,1.307,
1989/10/05,1.378,
1989/10/06,1.28,
1989/10/07,1.381,
1989/10/08,1.258,
1989/10/09,1.298,
1989/10/10,1.071,
1989/10/11,1.132,
1989/10/12,1.332,
1989/10/13,1.16,
1989/10/14,1.24,
1989/10/15,1.136,
1989/10/16,1.068,
1989/10/17,1.316,
1989/10/18,1.188,
1989/10/19,1.042,
1989/10/20,0.968,
1989/10/21,1.08,
1989/10/22,1.166,
1989/10/23,1.216,
1989/10/24,0.958,
1989/10/25,1.092,
1989/10/26,1.183,
1989/10/27,1.115,
1989/10/28,1.219,
1989/10/29,1.213,
1989/10/30,1.111,
1989/10/31,1.105,
1989/11/01,1.139,
1989/11/02,1.108,
1989/11/03,1.269,
1989/11/04,1.266,
1989/11/05,1.135,
1989/11/06,1.043,
1989/11/07,1.204,
1989/11/08,1.239,
1989/11/09,1.141,
1989/11/10,1.196,
1989/11/11,1.156,
1989/11/12,1.231,
1989/11/13,1.111,
1989/11/14,1.257,
1989/11/15,1.24,
1989/11/16,1.156,
1989/11/17,1.264,
1989/11/18,1.07,
1989/11/19,1.293,
1989/11/20,1.304,
1989/11/21,1.749,
1989/11/22,1.719,
1989/11/23,1.366,
1989/11/24,1.372,
1989/11/25,1.271,
1989/11/26,1.28,
1989/11/27,1.4,
1989/11/28,1.154,
1989/11/29,1.435,
1989/11/30,1.347,
1989/12/01,1.518,
1989/12/02,1.312,
1989/12/03,1.38,
1989/12/04,1.546,
1989/12/05,1.325,
1989/12/06,1.228,
1989/12/07,1.411,
1989/12/08,1.222,
1989/12/09,1.476,
1989/12/10,1.563,
1989/12/20,1.225,
1989/12/21,1.232,
1989/12/22,1.391,
1989/12/23,1.272,
1989/12/24,0.999,
1989/12/25,1.272,
1989/12/26,1.268,
1989/12/27,1.364,
1989/12/28,1.262,
1989/12/29,1.181,
1989/12/30,1.058,
1989/12/31,1.108,
1990/01/01,1.311,
1990/01/09,1.219,
1990/01/10,1.22,
1990/01/11,1.536,
1990/01/12,1.331,
1990/01/13,1.245,
1990/01/14,1.274,
1990/01/15,0.988,
1990/01/16,1.086,
1990/01/17,1.001,
1990/01/18,1.119,
1990/01/19,1.278,
1990/01/20,1.02,
1990/01/21,1.338,
1990/01/22,1.243,
1990/01/23,1.126,
1990/01/24,1.004,
1990/01/25,1.104,
1990/01/26,1.051,
1990/01/27,1.155,
1990/01/28,1.079,
1990/01/29,0.814,
1990/01/30,1.576,
1990/01/31,1.057,
1990/02/01,0.971,
1990/02/02,1.236,
1990/02/03,1.352,
1990/02/04,1.165,
1990/02/05,1.368,
1990/02/06,1.184,
1990/02/07,1.131,
1990/02/08,1.266,
1990/02/09,1.171,
1990/02/10,1.192,
1990/02/11,1.311,
1990/02/12,1.24,
1990/02/13,1.04,
1990/02/14,1.169,
1990/02/15,1.102,
1990/02/16,1.097,
1990/02/17,1.435,
1990/02/18,0.952,
1990/02/19,1.119,
1990/02/20,1.298,
1990/02/21,1.075,
1990/02/22,1.044,
1990/02/23,1.303,
1990/02/24,1.452,
1990/02/25,1.17,
1990/02/26,1.023,
1990/02/27,0.843,
1990/02/28,1.067,
1990/03/01,1.018,
1990/03/02,1.062,
1990/03/03,1.183,
1990/03/04,1.391,
1990/03/05,1.182,
1990/03/06,1.062,
1990/03/07,1.006,
1990/03/08,1.052,
1990/03/09,1.137,
1990/03/10,1.004,
1990/03/11,0.988,
1990/03/12,1.079,
1990/03/13,1.103,
1990/03/14,1.092,
1990/03/15,1.035,
1990/03/16,0.992,
1990/03/17,1.121,
1990/03/18,1.146,
1990/03/19,1.02,
1990/03/20,1.071,
1990/03/21,1.364,
1990/03/22,1.169,
1990/03/23,0.883,
1990/03/24,1.115,
1990/03/25,1.058,
1990/03/26,0.962,
1990/03/27,1.132,
1990/03/28,1.017,
1990/03/29,1.091,
1990/03/30,0.851,
1990/03/31,0.926,
1990/04/01,1.101,
1990/04/02,1.095,
1990/04/03,1.13,
1990/04/04,1.177,
1990/04/05,1.168,
1990/04/06,1.012,
1990/04/07,1.062,
1990/04/08,1.065,
1990/04/09,1.065,
1990/04/10,0.987,
1990/04/11,1.149,
1990/04/12,1.168,
1990/04/13,1.011,
1990/04/14,0.845,
1990/04/15,0.929,
1990/04/16,1.106,
1990/04/17,1.041,
1990/04/18,1.201,
1990/04/19,1.028,
1990/04/20,0.846,
1990/04/21,1.07,
1990/04/22,1.096,
1990/04/23,1.153,
1990/04/24,1.239,
1990/04/25,0.977,
1990/04/26,1.039,
1990/04/27,1.042,
1990/04/28,1.148,
1990/04/29,0.959,
1990/04/30,0.937,
1990/05/01,1.021,
1990/05/02,1.111,
1990/05/03,1.011,
1990/05/04,0.995,
1990/05/05,1.065,
1990/05/06,1.436,
1990/05/07,1.104,
1990/05/08,1.18,
1990/05/09,1.002,
1990/05/10,1.109,
1990/05/11,1.111,
1990/05/12,1.078,
1990/05/13,1.081,
1990/05/14,1.134,
1990/05/15,1.146,
1990/05/16,1.121,
1990/05/17,1.173,
1990/05/18,1.14,
1990/05/19,1.181,
1990/05/20,1.28,
1990/05/21,1.179,
1990/05/22,1.162,
1990/05/23,1.222,
1990/05/24,1.272,
1990/05/25,1.193,
1990/05/26,1.135,
1990/05/27,1.168,
1990/05/28,1.171,
1990/05/29,1.137,
1990/05/30,1.478,
1990/05/31,1.206,
1990/06/01,1.271,
1990/06/02,1.085,
1990/06/03,1.163,
1990/06/04,1.064,
1990/06/05,1.271,
1990/06/06,1.165,
1990/06/07,1.18,
1990/06/08,1.198,
1990/06/09,1.167,
1990/06/10,1.236,
1990/06/11,1.24,
1990/06/12,1.173,
1990/06/13,1.082,
1990/06/14,1.025,
1990/06/15,1.115,
1990/06/16,1.105,
1990/06/17,1.083,
1990/06/18,1.103,
1990/06/19,1.226,
1990/06/20,1.181,
1990/06/21,1.196,
1990/06/22,1.191,
1990/06/23,1.103,
1990/06/24,1.089,
1990/06/25,1.137,
1990/06/26,1.109,
1990/06/27,1.101,
1990/06/28,1.175,
1990/06/29,1.203,
1990/06/30,1.28,
1990/07/01,1.246,
1990/07/02,1.204,
1990/07/03,1.177,
1990/07/04,1.242,
1990/07/05,1.343,
1990/07/06,1.285,
1990/07/07,1.227,
1990/07/08,1.156,
1990/07/09,1.092,
1990/07/10,1.244,
1990/07/11,1.266,
1990/07/12,1.243,
1990/07/13,1.183,
1990/07/14,1.153,
1990/07/15,1.246,
1990/07/16,1.199,
1990/07/17,1.198,
1990/07/18,1.16,
1990/07/19,1.185,
1990/07/20,1.183,
1990/07/21,1.276,
1990/07/22,1.205,
1990/07/23,1.123,
1990/07/24,1.122,
1990/07/25,1.069,
1990/07/26,1.054,
1990/07/27,1.115,
1990/07/28,1.072,
1990/07/29,1.193,
1990/07/30,1.186,
1990/07/31,1.118,
1990/08/01,1.324,
1990/08/02,1.45,
1990/08/16,1.197,
1990/08/17,1.137,
1990/08/18,1.145,
1990/08/19,1.315,
1990/08/20,1.195,
1990/08/21,1.079,
1990/08/22,1.085,
1990/08/23,1.154,
1990/08/24,1.208,
1990/08/25,1.074,
1990/08/26,1.209,
1990/08/27,1.183,
1990/08/28,1.245,
1990/08/29,1.283,
1990/08/30,1.254,
1990/08/31,1.208,
1990/09/01,1.106,
1990/09/02,1.141,
1990/09/03,1.335,
1990/09/04,1.072,
1990/09/05,1.075,
1990/09/06,1.158,
1990/09/07,1.167,
1990/09/08,1.344,
1990/09/09,1.024,
1990/09/10,1.11,
1990/09/11,1.147,
1990/09/12,1.077,
1990/09/13,1.15,
1990/09/14,1.143,
1990/09/15,1.09,
1990/09/16,1.293,
1990/09/17,1.285,
1990/09/18,1.266,
1990/09/19,1.266,
1990/09/20,1.278,
1990/09/21,1.343,
1990/09/22,1.131,
1990/09/23,1.2,
1990/09/24,1.16,
1990/09/25,1.135,
1990/09/26,1.07,
1990/09/27,1.086,
1990/09/28,1.072,
1990/09/29,1.13,
1990/09/30,1.13,
1990/10/01,1.194,
1990/10/02,1.188,
1990/10/03,1.321,
1990/10/04,1.15,
1990/10/05,1.126,
1990/10/06,1.122,
1990/10/07,1.198,
1990/10/08,1.202,
1990/10/09,1.11,
1990/10/10,1.229,
1990/10/11,1.073,
1990/10/12,1.02,
1990/10/13,1.13,
1990/10/14,1.207,
1990/10/15,1.188,
1990/10/16,1.225,
1990/10/17,1.175,
1990/10/18,1.193,
1990/10/19,1.158,
1990/10/20,1.235,
1990/10/21,1.311,
1990/10/22,1.14,
1990/10/23,1.294,
1990/10/24,1.241,
1990/10/25,1.378,
1990/10/26,1.452,
1990/10/27,1.663,
1990/10/28,1.176,
1990/10/29,1.362,
1990/10/30,1.642,
1990/10/31,1.465,
1990/11/01,1.532,
1990/11/02,1.399,
1990/11/03,1.468,
1990/11/04,1.297,
1990/11/05,1.383,
1990/11/06,1.429,
1990/11/07,1.527,
1990/11/08,1.369,
1990/11/09,1.531,
1990/11/10,1.341,
1990/11/11,1.387,
1990/11/12,1.4,
1990/11/13,1.614,
1990/11/14,1.623,
1990/11/15,1.398,
1990/11/16,1.349,
1990/11/17,1.427,
1990/11/18,1.461,
1990/11/19,1.552,
1990/11/20,1.511,
1990/11/21,1.417,
1990/11/22,1.277,
1990/11/23,1.298,
1990/11/24,1.328,
1990/11/25,1.182,
1990/11/26,1.408,
1990/11/27,1.091,
1990/11/28,1.327,
1990/11/29,1.368,
1990/11/30,1.379,
1990/12/01,1.218,
1990/12/02,1.227,
1990/12/03,1.307,
1990/12/04,1.129,
1990/12/05,1.244,
1990/12/06,1.227,
1990/12/07,1.149,
1990/12/08,1.178,
1990/12/09,1.522,
1990/12/10,1.396,
1990/12/11,1.535,
1990/12/12,1.387,
1990/12/13,1.267,
1990/12/14,1.38,
1990/12/15,1.236,
1990/12/16,1.276,
1990/12/17,1.54,
1990/12/18,1.219,
1990/12/19,1.399,
1990/12/20,1.261,
1990/12/21,0.909,
1990/12/22,1.224,
1990/12/23,1.12,
1990/12/24,1.309,
1990/12/25,1.167,
1990/12/26,1.206,
1990/12/27,1.049,
1990/12/28,1.133,
1990/12/29,1.127,
1990/12/30,1.297,
1990/12/31,1.502,
1991/01/01,1.098,
1991/01/02,1.03,
1991/01/03,1.161,
1991/01/04,1.174,
1991/01/05,1.122,
1991/01/06,1.248,
1991/01/07,1.227,
1991/01/08,1.134,
1991/01/09,1.142,
1991/01/10,1.355,
1991/01/11,1.157,
1991/01/12,1.555,
1991/01/13,1.529,
1991/01/14,1.231,
1991/01/15,1.218,
1991/01/16,1.053,
1991/01/17,1.442,
1991/01/18,1.247,
1991/01/19,1.497,
1991/01/20,1.331,
1991/01/21,1.473,
1991/01/22,1.357,
1991/01/23,1.257,
1991/01/24,1.197,
1991/01/25,1.235,
1991/01/26,1.194,
1991/01/27,1.363,
1991/01/28,1.225,
1991/01/29,1.179,
1991/01/30,1.242,
1991/01/31,1.412,
1991/02/01,1.094,
1991/02/02,0.926,
1991/02/03,1.185,
1991/02/04,1.206,
1991/02/05,1.066,
1991/02/06,1.209,
1991/02/07,1,
1991/02/08,1.2,
1991/02/09,1.303,
1991/02/10,1.307,
1991/02/11,1.425,
1991/02/12,1.399,
1991/02/13,1.235,
1991/02/14,1.302,
1991/02/15,1.476,
1991/02/16,1.332,
1991/02/17,1.072,
1991/02/18,0.987,
1991/02/19,1.023,
1991/02/20,1.218,
1991/02/21,1.249,
1991/02/22,1.21,
1991/02/23,1.452,
1991/02/24,1.217,
1991/02/25,1.137,
1991/02/26,1.223,
1991/02/27,1.248,
1991/02/28,1.024,
1991/03/01,0.987,
1991/03/02,0.989,
1991/03/03,1.204,
1991/03/04,1.363,
1991/03/05,1.332,
1991/03/06,1.216,
1991/03/07,1.269,
1991/03/08,1.537,
1991/03/09,1.518,
1991/03/10,1.449,
1991/03/11,1.742,
1991/03/12,2.052,
1991/03/13,1.656,
1991/03/14,1.284,
1991/03/15,1.376,
1991/03/16,1.316,
1991/03/17,1.17,
1991/03/18,1.11,
1991/03/19,1.244,
1991/03/20,1.401,
1991/03/21,1.443,
1991/03/22,1.241,
1991/03/23,1.109,
1991/03/24,1.28,
1991/03/25,1.387,
1991/03/26,1.223,
1991/03/27,1.162,
1991/03/28,1.058,
1991/03/29,1.159,
1991/03/30,1.245,
1991/03/31,0.985,
1991/04/01,1.099,
1991/04/02,1.042,
1991/04/03,1.116,
1991/04/04,0.968,
1991/04/05,1.131,
1991/04/06,1.22,
1991/04/07,1.265,
1991/04/08,1.149,
1991/04/09,1.21,
1991/04/10,1.216,
1991/04/11,1.298,
1991/04/12,1.327,
1991/04/13,1.059,
1991/04/14,1.014,
1991/04/15,1.236,
1991/04/16,1.266,
1991/04/17,1.171,
1991/04/18,1.153,
1991/04/19,1.116,
1991/04/20,1.122,
1991/04/21,1.194,
1991/04/22,1.242,
1991/04/23,1.198,
1991/04/24,1.157,
1991/04/25,1.178,
1991/04/26,1.093,
1991/04/27,1.239,
1991/04/28,1.227,
1991/04/29,1.196,
1991/04/30,1.192,
1991/05/01,1.17,
1991/05/02,1.197,
1991/05/03,1.451,
1991/05/04,1.339,
1991/05/05,1.288,
1991/05/06,1.199,
1991/05/07,1.108,
1991/05/08,1.157,
1991/05/09,1.168,
1991/05/10,1.101,
1991/05/11,1.093,
1991/05/12,1.148,
1991/05/13,1.267,
1991/05/14,1.37,
1991/05/15,1.257,
1991/05/16,1.148,
1991/05/17,1.255,
1991/05/18,1.295,
1991/05/19,1.1,
1991/05/20,1.12,
1991/05/21,1.153,
1991/05/22,1.332,
1991/05/23,1.181,
1991/05/24,1.148,
1991/05/25,1.266,
1991/05/26,1.132,
1991/05/27,1.075,
1991/05/28,1.179,
1991/05/29,1.255,
1991/05/30,1.292,
1991/05/31,1.289,
1991/06/01,1.281,
1991/06/02,1.327,
1991/06/03,1.342,
1991/06/04,1.275,
1991/06/05,1.367,
1991/06/06,1.218,
1991/06/07,1.156,
1991/06/08,1.266,
1991/06/09,1.188,
1991/06/10,1.192,
1991/06/11,1.268,
1991/06/12,1.296,
1991/06/13,1.393,
1991/06/14,1.598,
1991/06/15,1.326,
1991/06/16,1.273,
1991/06/17,1.233,
1991/06/18,1.17,
1991/06/19,1.172,
1991/06/20,1.237,
1991/06/21,1.336,
1991/06/22,1.301,
1991/06/23,1.213,
1991/06/24,1.185,
1991/06/25,1.196,
1991/06/26,1.233,
1991/06/27,1.298,
1991/06/28,1.245,
1991/06/29,1.486,
1991/06/30,1.291,
1991/07/01,1.451,
1991/07/02,1.426,
1991/07/03,1.292,
1991/07/04,1.247,
1991/07/05,1.226,
1991/07/06,1.236,
1991/07/07,1.244,
1991/07/08,1.219,
1991/07/09,1.347,
1991/07/10,1.345,
1991/07/11,1.363,
1991/07/12,1.324,
1991/07/13,1.23,
1991/07/14,1.26,
1991/07/15,1.288,
1991/07/16,1.13,
1991/07/17,1.216,
1991/07/18,1.295,
1991/07/19,1.232,
1991/07/20,1.238,
1991/07/21,1.257,
1991/07/22,1.296,
1991/07/23,1.245,
1991/07/24,1.338,
1991/07/25,1.251,
1991/07/26,1.117,
1991/07/27,1.186,
1991/07/28,1.188,
1991/07/29,1.185,
1991/07/30,1.158,
1991/07/31,1.181,
1991/08/01,1.214,
1991/08/02,1.252,
1991/08/03,1.348,
1991/08/05,1.219,
1991/08/06,1.195,
1991/08/07,1.19,
1991/08/08,1.238,
1991/08/09,1.135,
1991/08/10,1.112,
1991/08/11,1.117,
1991/08/12,1.199,
1991/08/13,1.185,
1991/08/14,1.225,
1991/08/15,1.23,
1991/08/16,1.242,
1991/08/17,1.215,
1991/08/18,1.13,
1991/08/19,1.215,
1991/08/20,1.177,
1991/08/21,1.071,
1991/08/22,1.159,
1991/08/23,1.179,
1991/08/24,1.149,
1991/08/25,1.051,
1991/08/26,0.968,
1991/08/27,1.157,
1991/08/28,1.252,
1991/08/29,1.193,
1991/08/30,1.222,
1991/08/31,1.388,
1991/09/01,1.447,
1991/09/02,1.242,
1991/09/03,1.232,
1991/09/04,1.245,
1991/09/05,1.262,
1991/09/06,1.244,
1991/09/07,1.223,
1991/09/08,1.281,
1991/09/09,1.242,
1991/09/10,1.186,
1991/09/11,1.424,
1991/09/12,1.353,
1991/09/13,1.316,
1991/09/14,1.246,
1991/09/15,1.201,
1991/09/16,1.152,
1991/09/17,1.223,
1991/09/18,1.216,
1991/09/19,1.213,
1991/09/20,1.223,
1991/09/21,1.294,
1991/09/22,1.177,
1991/09/23,1.053,
1991/09/24,1.102,
1991/09/25,1.136,
1991/09/26,1.248,
1991/09/27,1.323,
1991/09/28,1.221,
1991/09/29,1.08,
1991/09/30,1.25,
1991/10/01,1.004,
1991/10/02,1.1,
1991/10/03,1.123,
1991/10/04,1.272,
1991/10/05,1.127,
1991/10/06,1.041,
1991/10/07,1.213,
1991/10/08,1.127,
1991/10/09,1.048,
1991/10/10,1.009,
1991/10/11,1.185,
1991/10/12,1.309,
1991/10/13,1.297,
1991/10/14,1.264,
1991/10/15,1.173,
1991/10/16,1.005,
1991/10/17,1.185,
1991/10/18,1.186,
1991/10/19,1.248,
1991/10/20,1.279,
1991/10/21,1.238,
1991/10/22,1.169,
1991/10/23,1.255,
1991/10/24,0.991,
1991/10/25,1.047,
1991/10/26,1.065,
1991/10/27,1.208,
1991/10/28,1.701,
1991/10/29,1.968,
1991/10/30,1.474,
1991/10/31,1.132,
1991/11/01,1.229,
1991/11/02,1.297,
1991/11/03,1.189,
1991/11/04,1.233,
1991/11/05,1.169,
1991/11/06,1.152,
1991/11/07,1.079,
1991/11/08,1.236,
1991/11/09,1.127,
1991/11/10,1.034,
1991/11/11,1.448,
1991/11/12,1.369,
1991/11/13,1.377,
1991/11/14,1.457,
1991/11/15,1.227,
1991/11/16,1.308,
1991/11/17,1.578,
1991/11/18,1.497,
1991/11/19,1.335,
1991/11/20,1.292,
1991/11/21,1.376,
1991/11/22,1.274,
1991/11/23,1.238,
1991/11/24,1.173,
1991/11/25,1.2,
1991/11/26,1.289,
1991/11/27,1.165,
1991/11/28,1.142,
1991/11/29,1.274,
1991/11/30,1.216,
1991/12/01,1.173,
1991/12/02,1.552,
1991/12/03,1.269,
1991/12/04,1.563,
1991/12/05,1.204,
1991/12/06,1.372,
1991/12/07,1.287,
1991/12/08,1.384,
1991/12/09,1.134,
1991/12/10,1.288,
1991/12/11,1.173,
1991/12/12,1.171,
1991/12/13,1.151,
1991/12/14,1.18,
1991/12/15,1.602,
1991/12/16,1.312,
1991/12/17,1.339,
1991/12/18,1.394,
1991/12/19,1.368,
1991/12/20,1.386,
1991/12/21,1.193,
1991/12/22,1.324,
1991/12/23,1.247,
1991/12/24,1.367,
1991/12/25,1.494,
1991/12/26,1.162,
1991/12/27,1.243,
1991/12/28,1.134,
1991/12/29,1.334,
1991/12/30,1.597,
1991/12/31,1.281,
1992/01/01,1.227,
1992/01/02,1.077,
1992/01/03,1.15,
1992/01/04,1.131,
1992/01/05,1.188,
1992/01/06,1.464,
1992/01/07,1.281,
1992/01/08,1.636,
1992/01/09,1.317,
1992/01/10,1.429,
1992/01/11,1.602,
1992/01/12,1.633,
1992/01/13,1.346,
1992/01/14,1.355,
1992/01/15,1.505,
1992/01/16,1.237,
1992/01/17,1.47,
1992/01/18,1.571,
1992/01/19,1.401,
1992/01/20,1.301,
1992/01/21,1.405,
1992/01/22,1.342,
1992/01/23,1.023,
1992/01/24,1.189,
1992/01/25,1.375,
1992/01/26,1.318,
1992/01/27,1.162,
1992/01/28,1.14,
1992/01/29,1.146,
1992/01/30,1.332,
1992/01/31,1.376,
1992/02/01,1.954,
1992/02/02,1.619,
1992/02/03,1.707,
1992/02/04,1.583,
1992/02/05,1.582,
1992/02/06,1.425,
1992/02/07,1.27,
1992/02/08,1.349,
1992/02/09,1.209,
1992/02/10,1.216,
1992/02/11,1.065,
1992/02/12,1.367,
1992/02/13,1.123,
1992/02/14,1.308,
1992/02/15,1.192,
1992/02/16,1.236,
1992/02/17,1.169,
1992/02/18,1.153,
1992/02/19,1.192,
1992/02/20,1.21,
1992/02/21,1.17,
1992/02/22,1.006,
1992/02/23,1.129,
1992/02/24,1.106,
1992/02/25,1.077,
1992/02/26,1.32,
1992/02/27,1.305,
1992/02/28,1.316,
1992/02/29,1.624,
1992/03/01,1.082,
1992/03/02,1.326,
1992/03/03,1.251,
1992/03/04,1.227,
1992/03/05,1.162,
1992/03/06,1.208,
1992/03/07,1.017,
1992/03/08,1.389,
1992/03/09,1.486,
1992/03/10,1.157,
1992/03/11,1.233,
1992/03/12,1.286,
1992/03/13,1.337,
1992/03/14,1.344,
1992/03/15,1.375,
1992/03/16,1.363,
1992/03/17,1.229,
1992/03/18,1.319,
1992/03/19,1.154,
1992/03/20,1.411,
1992/03/21,1.291,
1992/03/22,1.589,
1992/03/23,1.185,
1992/03/24,1.302,
1992/03/25,1.11,
1992/03/26,1.088,
1992/03/27,1.012,
1992/03/28,1.22,
1992/03/29,1.334,
1992/03/30,1.288,
1992/03/31,1.201,
1992/04/01,1.374,
1992/04/02,1.258,
1992/04/03,1.412,
1992/04/04,1.305,
1992/04/05,1.265,
1992/04/06,1.622,
1992/04/07,1.412,
1992/04/08,1.24,
1992/04/09,1.146,
1992/04/10,1.219,
1992/04/11,1.071,
1992/04/12,1.294,
1992/04/13,1.149,
1992/04/14,1.106,
1992/04/15,1.269,
1992/04/16,1.127,
1992/04/17,1.067,
1992/04/18,1.089,
1992/04/19,1.016,
1992/04/20,1.013,
1992/04/21,1.118,
1992/04/22,1.174,
1992/04/23,1.187,
1992/04/24,1.192,
1992/04/25,1.222,
1992/04/26,1.331,
1992/04/27,1.283,
1992/04/28,1.2,
1992/04/29,1.075,
1992/04/30,1.17,
1992/05/01,1.218,
1992/05/02,1.199,
1992/05/03,1.283,
1992/05/04,1.214,
1992/05/05,1.143,
1992/05/06,1.087,
1992/05/07,0.895,
1992/05/08,0.914,
1992/05/09,1.054,
1992/05/10,1.141,
1992/05/11,1.029,
1992/05/12,0.909,
1992/05/13,1.076,
1992/05/14,1.146,
1992/05/15,1.043,
1992/05/16,0.924,
1992/05/17,0.92,
1992/05/18,1.046,
1992/05/19,1.121,
1992/05/20,1.046,
1992/05/21,1.075,
1992/05/22,1.172,
1992/05/23,1.262,
1992/05/24,1.223,
1992/05/25,1.284,
1992/05/26,1.151,
1992/05/27,1.148,
1992/05/28,1.195,
1992/05/29,1.076,
1992/05/30,1.078,
1992/05/31,1.054,
1992/06/01,1.198,
1992/06/02,1.275,
1992/06/04,1.242,
1992/06/05,1.055,
1992/06/06,0.96,
1992/06/07,1.107,
1992/06/08,1.119,
1992/06/09,1.236,
1992/06/10,1.254,
1992/06/11,1.21,
1992/06/12,1.205,
1992/06/13,1.15,
1992/06/14,1.16,
1992/06/15,1.189,
1992/06/16,1.083,
1992/06/17,1.095,
1992/06/18,1.035,
1992/06/19,1.154,
1992/06/20,1.176,
1992/06/21,1.115,
1992/06/22,1.114,
1992/06/23,1.211,
1992/06/24,1.174,
1992/06/25,1.183,
1992/06/26,1.235,
1992/06/27,1.188,
1992/06/28,1.248,
1992/06/29,1.135,
1992/06/30,1.123,
1992/07/14,1.186,
1992/07/15,1.224,
1992/07/16,1.272,
